"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"ASV_182" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Heterosphaeriaceae" "g__Heterosphaeria" NA
"ASV_183" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hymenogastraceae" "g__Hebeloma" "s__mesophaeum"
"ASV_184" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_185" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Hymenoscyphus" "s__tetracladius"
"ASV_186" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Trichoderma" NA
"ASV_187" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Linnemannia" NA
"ASV_188" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Rickenellaceae" "g__Cotylidia" NA
"ASV_189" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Phacidiales" "f__Phacidiaceae" "g__Gloeopycnis" "s__protuberans"
"ASV_190" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__lanosum"
"ASV_191" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__westerdijkiae"
"ASV_192" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__nygamai"
"ASV_193" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"ASV_194" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" "f__Hydnodontaceae" "g__Trechispora" NA
"ASV_195" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Inocybaceae" "g__Inocybe" "s__impexa"
"ASV_196" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" "g__Acremonium" "s__sclerotigenum"
"ASV_197" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_198" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"ASV_199" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomeraceae_gen_Incertae_sedis" NA
"ASV_200" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" NA
"ASV_201" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Cystofilobasidiales" "f__Mrakiaceae" "g__Tausonia" "s__pullulans"
"ASV_202" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Beauveria" "s__pseudobassiana"
"ASV_203" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Dictyosporiaceae" "g__Pseudocoleophoma" NA
"ASV_204" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Sebacinales_fam_Incertae_sedis" "g__Sebacinales_gen_Incertae_sedis" NA
"ASV_205" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Hydnaceae" "g__Sistotrema" NA
"ASV_206" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_207" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Didymella" "s__finnmarkica"
"ASV_208" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Sclerotiniaceae" NA NA
"ASV_209" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Sarocladiaceae" "g__Sarocladium" "s__summerbellii"
"ASV_210" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Ramularia" "s__aplospora"
"ASV_211" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Linnemannia" "s__fatshederae"
"ASV_212" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Leotiales" NA NA NA
"ASV_213" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Paramyrothecium" "s__humicola"
"ASV_214" "k__Fungi" NA NA NA NA NA NA
"ASV_215" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Stagonosporopsis" "s__astragali"
"ASV_216" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Ramularia" NA
"ASV_217" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" NA NA
"ASV_218" "k__Fungi" NA NA NA NA NA NA
"ASV_219" "k__Fungi" NA NA NA NA NA NA
"ASV_220" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Sporormiaceae" "g__Preussia" "s__flanaganii"
"ASV_221" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Entolomataceae" "g__Clitopilus" NA
"ASV_222" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_223" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" NA NA NA
"ASV_224" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"ASV_225" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Ophiocordycipitaceae" "g__Tolypocladium" "s__inflatum"
"ASV_226" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Tomentella" "s__olivacea"
"ASV_227" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Tomentella" "s__lilacinogrisea"
"ASV_228" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Leptodontidiaceae" "g__Leptodontidium" NA
"ASV_229" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Paraleptosphaeria" NA
"ASV_230" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_231" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Dioszegia" NA
"ASV_232" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Linnemannia" "s__hyalina"
"ASV_233" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV_234" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" NA NA
"ASV_235" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__victoriae"
"ASV_236" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" NA NA
"ASV_237" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomeraceae_gen_Incertae_sedis" NA
"ASV_238" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Cystofilobasidiales" "f__Mrakiaceae" "g__Mrakia" NA
"ASV_239" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_240" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Phoma" "s__schachtii"
"ASV_241" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__macrocystis"
"ASV_242" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Lachnaceae" "g__Lachnellula" NA
"ASV_243" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Cortinariaceae" "g__Cortinarius" "s__casimiri"
"ASV_244" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Sclerotiniaceae" "g__Cristulariella" "s__depraedans"
"ASV_245" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Entolomataceae" "g__Entoloma" "s__ventricosum"
"ASV_246" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Piskurozymaceae" "g__Solicoccozyma" "s__terrea"
"ASV_247" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Sebacinales_fam_Incertae_sedis" "g__Sebacinales_gen_Incertae_sedis" NA
"ASV_248" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Thelephoraceae_gen_Incertae_sedis" NA
"ASV_249" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Tomentella" "s__terrestris"
"ASV_250" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Linnemannia" NA
"ASV_251" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" "s__phragmitis"
"ASV_252" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Dacampiaceae" "g__Aaosphaeria" "s__arxii"
"ASV_253" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" NA NA
"ASV_254" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Rhytismatales" "f__Rhytismatales_fam_Incertae_sedis" "g__Mycosymbioces" "s__mycenophila"
"ASV_255" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Linnemannia" NA
"ASV_256" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Linnemannia" NA
"ASV_257" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Phaeotremellaceae" "g__Phaeotremella" NA
"ASV_258" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hydnangiaceae" "g__Laccaria" NA
"ASV_259" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Pezizellaceae" "g__Calycina" "s__languida"
"ASV_260" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Piskurozymaceae" "g__Solicoccozyma" NA
"ASV_261" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__globalpina"
"ASV_262" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_263" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Kriegeriales" "f__Kriegeriaceae" "g__Yamadamyces" "s__rosulatus"
"ASV_264" "k__Fungi" "p__Chytridiomycota" "c__Mesochytriomycetes" "o__Mesochytriales" "f__Mesochytriales_fam_Incertae_sedis" "g__Mesochytriales_gen_Incertae_sedis" NA
"ASV_265" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Phaeotremellaceae" "g__Phaeotremella" NA
"ASV_266" "k__Fungi" "p__Basidiomycota" "c__Ustilaginomycetes" "o__Ustilaginales" "f__Ustilaginaceae" "g__Ustilago" "s__nunavutica"
"ASV_267" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__victoriae"
"ASV_268" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__macrocystis"
"ASV_269" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Discinellaceae" "g__Pezoloma" "s__ericae"
"ASV_270" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Pseudotomentella" NA
"ASV_271" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_272" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_273" "k__Fungi" NA NA NA NA NA NA
"ASV_274" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Amphisphaeriales" "f__Apiosporaceae" "g__Arthrinium" "s__caricicola"
"ASV_275" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Extremaceae" "g__Paradevriesia" "s__pseudoamericana"
"ASV_276" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" NA
"ASV_277" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Thelebolales" "f__Pseudeurotiaceae" "g__Pseudogymnoascus" "s__appendiculatus"
"ASV_278" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Sclerotiniaceae" "g__Cristulariella" "s__depraedans"
"ASV_279" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" NA NA NA NA
"ASV_280" "k__Fungi" NA NA NA NA NA NA
"ASV_281" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Thelebolales" "f__Pseudeurotiaceae" "g__Pseudogymnoascus" "s__roseus"
"ASV_282" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pyronemataceae" "g__Trichophaea" "s__dougoudii"
"ASV_283" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Dictyosporiaceae" NA NA
"ASV_284" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV_285" "k__Fungi" NA NA NA NA NA NA
"ASV_286" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Ascochyta" "s__var._macrospora"
"ASV_287" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Leptosphaeria" "s__ebuli"
"ASV_288" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Amphisphaeriales" "f__Apiosporaceae" "g__Apiospora" NA
"ASV_289" "k__Fungi" NA NA NA NA NA NA
"ASV_290" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__globalpina"
"ASV_291" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__melinii"
"ASV_292" "k__Fungi" NA NA NA NA NA NA
"ASV_293" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Sclerotiniaceae" "g__Cristulariella" "s__depraedans"
"ASV_294" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" "s__panattonianum"
"ASV_295" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Neptunomyces" "s__aureus"
"ASV_296" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Zymoseptoria" "s__verkleyi"
"ASV_297" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Ceratobasidiaceae_gen_Incertae_sedis" NA
"ASV_298" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Trichocomaceae" "g__Talaromyces" NA
"ASV_299" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Sebacinaceae" "g__Sebacina" NA
"ASV_300" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Rhizoctonia" "s__fusispora"
"ASV_301" "k__Fungi" "p__Olpidiomycota" "c__Olpidiomycetes" "o__Olpidiales" "f__Olpidiaceae" "g__Olpidiaceae_gen_Incertae_sedis" NA
"ASV_302" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_303" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Hydnaceae" "g__Sistotrema" NA
"ASV_304" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lentitheciaceae" "g__Keissleriella" "s__cladophila"
"ASV_305" "k__Fungi" NA NA NA NA NA NA
"ASV_306" "k__Fungi" NA NA NA NA NA NA
"ASV_307" "k__Fungi" "p__Chytridiomycota" "c__GS13" "o__GS13_ord_Incertae_sedis" "f__GS13_fam_Incertae_sedis" "g__GS13_gen_Incertae_sedis" NA
"ASV_308" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Lachnaceae" "g__Lachnellula" "s__fuscosanguinea"
"ASV_309" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Exobasidiales" "f__Brachybasidiaceae" "g__Meira" NA
"ASV_310" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Dermateaceae" "g__Coleophoma" "s__ericicola"
"ASV_311" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Entomortierella" "s__parvispora"
"ASV_312" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Gnomoniaceae" "g__Gnomoniopsis" "s__fructicola"
"ASV_313" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellales_fam_Incertae_sedis" "g__Mortierellales_gen_Incertae_sedis" NA
"ASV_314" "k__Fungi" NA NA NA NA NA NA
"ASV_315" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__adametzii"
"ASV_316" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Ceratobasidiaceae_gen_Incertae_sedis" NA
"ASV_317" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__zonata"
"ASV_318" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Hydnaceae" "g__Sistotrema" NA
"ASV_319" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Thelephora" "s__terrestris"
"ASV_320" "k__Fungi" NA NA NA NA NA NA
"ASV_321" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Dothidotthiaceae" "g__Pleiochaeta" NA
"ASV_322" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hymenogastraceae" "g__Hebeloma" "s__mesophaeum"
"ASV_323" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Sclerostagonospora" NA
"ASV_324" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pezizaceae" "g__Pezizaceae_gen_Incertae_sedis" NA
"ASV_325" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__macrocystis"
"ASV_326" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Pleuroascaceae" "g__Entimomentora" "s__hyalina"
"ASV_327" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Ilyonectria" "s__mors-panacis"
"ASV_328" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cylindriaceae" "g__Cylindrium" "s__algarvense"
"ASV_329" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Neonectria" "s__magnoliae"
"ASV_330" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pyrenochaetopsidaceae" "g__Xenopyrenochaetopsis" "s__pratorum"
"ASV_331" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusicolla" "s__ossicola"
"ASV_332" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiomycetes_ord_Incertae_sedis" "f__Microsporomycetaceae" "g__Microsporomycetaceae_gen_Incertae_sedis" NA
"ASV_333" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" "s__phoenicicola"
"ASV_334" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Coniochaetales" "f__Coniochaetaceae" "g__Lecythophora" NA
"ASV_335" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Phaeotremellaceae" "g__Phaeotremella" NA
"ASV_336" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Agaricaceae" "g__Agaricus" "s__karstomyces"
"ASV_337" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__spinulosum"
"ASV_338" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__equiseti"
"ASV_339" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Neonectria" NA
"ASV_340" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Thelephora" NA
"ASV_341" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Cortinariaceae" "g__Cortinarius" "s__saniosus"
"ASV_342" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Botryosphaeriales" "f__Botryosphaeriaceae" "g__Dothiorella" NA
"ASV_343" "k__Fungi" NA NA NA NA NA NA
"ASV_344" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Ploettnerulaceae" "g__Oculimacula" "s__yallundae"
"ASV_345" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pyronemataceae" "g__Geopora" NA
"ASV_346" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pezizaceae" "g__Peziza" NA
"ASV_347" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pezizaceae" "g__Peziza" NA
"ASV_348" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"ASV_349" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS11" "f__GS11_fam_Incertae_sedis" "g__GS11_gen_Incertae_sedis" NA
"ASV_350" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"ASV_351" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__equiseti"
"ASV_352" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hydnangiaceae" "g__Laccaria" NA
"ASV_353" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Trichocomaceae" "g__Talaromyces" NA
"ASV_354" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Cryptococcaceae" "g__Cryptococcus" "s__watticus"
"ASV_355" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_356" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_357" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Tetracladium" NA
"ASV_358" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Linnemannia" "s__fatshederae"
"ASV_359" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremaceae" "g__Papiliotrema" "s__laurentii"
"ASV_360" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Cystofilobasidiales" "f__Mrakiaceae" "g__Mrakia" "s__frigida"
"ASV_361" "k__Fungi" "p__Glomeromycota" "c__Glomeromycota_cls_Incertae_sedis" "o__Glomeromycota_ord_Incertae_sedis" "f__Glomeromycota_fam_Incertae_sedis" "g__Glomeromycota_gen_Incertae_sedis" NA
"ASV_362" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Corticiales" "f__Corticiaceae" "g__Waitea" "s__circinata"
"ASV_363" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Myrmecridiales" "f__Myrmecridiaceae" "g__Myrmecridium" "s__normannianum"
"ASV_364" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"ASV_365" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" "f__Russulaceae" "g__Russula" "s__pascua"
"ASV_366" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Clavariaceae" "g__Ramariopsis" NA
"ASV_367" "k__Fungi" "p__Basidiomycota" "c__Malasseziomycetes" "o__Malasseziales" "f__Malasseziaceae" "g__Malassezia" NA
"ASV_368" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__pulchella"
"ASV_369" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Sebacinales_fam_Incertae_sedis" "g__Sebacinales_gen_Incertae_sedis" NA
